"id","state"
"1840042538","Alabama"
"1840042655","Alabama"
"1840017892","Alabama"
"1840042562","Alabama"
"1840043247","Alabama"
"1840144734","Alabama"
"1840023777","Idaho"
"1840049788","Alabama"
"1840017966","Alabama"
"1840043431","Alabama"
"1840027032","Alabama"
"1840041899","Alabama"
"1840041804","Alabama"
"1840043325","Alabama"
"1840041610","Alabama"
"1840017899","Alabama"
"1840049204","Alabama"
"1840041422","Alabama"
"1840042109","Alabama"
"1840016626","Alabama"
"1840041083","Alabama"
"1840003403","Alabama"
"1840041312","Alabama"
"1840043137","Alabama"
"1840042860","Alabama"
"1840043381","Alabama"
"1840042265","Alabama"
"1840048025","Alabama"
"1840041338","Alabama"
"1840041004","Alabama"
"1840043226","Alabama"
"1840037812","Alabama"
"1840041477","Alabama"
"1840043328","Alabama"
"1840048785","Alabama"
"1840025943","Alabama"
"1840041669","Alabama"
"1840043298","Alabama"
"1840015588","Alabama"
"1840041319","Alabama"
"1840042989","Alabama"
"1840017995","Alabama"
"1840048940","Alabama"
"1840073838","Alabama"
"1840144680","Alabama"
"1840049693","Alabama"
"1840040936","Alabama"
"1840144360","Alabama"
"1840049950","Alabama"
"1840041417","Alabama"
"1840041021","Alabama"
"1840041309","Alabama"
"1840014766","Alabama"
"1840043392","Alabama"
"1076877406","Minas Gerais"
"1076899491","Minas Gerais"
"1076466441","Minas Gerais"
"1076810507","Minas Gerais"
"1840016830","Alabama"
"1840017086","Alabama"
"1840043395","Alabama"
"1840042202","Alabama"
"1840022874","Alabama"
"1840013542","Alabama"
"1840043302","Alabama"
"1840041691","Alabama"
"1840042303","Alabama"
"1840040887","Alabama"
"1840042725","Alabama"
"1840042341","Alabama"
"1840040925","Alabama"
"1840025108","Alabama"
"1840027007","Alabama"
"1840042905","Alabama"
"1840043049","Alabama"
"1840043535","Alabama"
"1840148711","Alabama"
"1840041550","Alabama"
"1840041005","Alabama"
"1840040979","Alabama"
"1840000552","Alabama"
"1840042010","Alabama"
"1840041151","Alabama"
"1076264003","Minas Gerais"
"1076484359","Minas Gerais"
"1076908713","Minas Gerais"
"1076235802","Minas Gerais"
"1076410779","Minas Gerais"
"1840023724","Alabama"
"1840023045","Alabama"
"1076434617","Minas Gerais"
"1076580473","Minas Gerais"
"1076888362","Minas Gerais"
"1840041488","Alabama"
"1840048136","Alabama"
"1840017155","Alabama"
"1840029113","Alabama"
"1840041839","Alabama"
"1840027040","Alabama"
"1840041907","Alabama"
"1840041534","Alabama"
"1840041990","Alabama"
"1840006332","Alabama"
"1840049793","Alabama"
"1840043184","Alabama"
"1840041519","Alabama"
"1840015865","Alabama"
"1840029387","Alabama"
"1076630366","Minas Gerais"
"1076772486","Minas Gerais"
"1076004496","Minas Gerais"
"1076025423","Minas Gerais"
"1076197961","Minas Gerais"
"1840042887","Alabama"
"1840040978","Alabama"
"1840041606","Alabama"
"1840043124","Alabama"
"1840043206","Alabama"
"1076963070","Minas Gerais"
"1076000056","Minas Gerais"
"1076001106","Minas Gerais"
"1076002166","Minas Gerais"
"1076042220","Minas Gerais"
"1840043025","Alabama"
"1840043458","Alabama"
"1840040827","Alabama"
"1840041524","Alabama"
"1840042219","Alabama"
"1076960133","Minas Gerais"
"1076464934","MT"
"1840042960","Alabama"
"1840027522","Alabama"
"1840041203","Alabama"
"1124666181","New Brunswick"
"1124928183","New Brunswick"
"1124757732","New Brunswick"
"1124664565","New Brunswick"
"1124468740","New Brunswick"
"1840012458","Illinois"
"1840041992","Alabama"
"1124014798","New Brunswick"
"1124740743","New Brunswick"
"1124490379","New Brunswick"
"1124450895","New Brunswick"
"1840042978","Alabama"
"1840042242","Alabama"
"1840042926","Alabama"
"1124002994","New Brunswick"
"1124001405","New Brunswick"
"1124593896","New Brunswick"
"1124001943","New Brunswick"
"1124872372","New Brunswick"
"1840043330","Alabama"
"1840042920","Alabama"
"1840015642","Alabama"
"1124054874","Quebec"
"1840041062","Alabama"
"1840042138","Alabama"
"1036724069","New South Wales"
"1036107595","New South Wales"
"1840002987","Alabama"
"1840144031","Alabama"
"1840041960","Alabama"
"1840042076","Alabama"
"1840043145","Alabama"
"1840042386","Alabama"
"1840042284","Alabama"
"1840042270","Alabama"
"1840029436","Alabama"
"1840016966","Alabama"
"1840040885","Alabama"
"1840042687","Alabama"
"1840042692","Alabama"
"1840041271","Alabama"
"1840023022","Alabama"
"1840027485","Alabama"
"1840042139","Alabama"
"1840022932","Alabama"
"1840013724","Alabama"
"1840040910","Alabama"
"1840016557","Alabama"
"1840040760","Alabama"
"1840041185","Alabama"
"1840041825","Alabama"
"1840048343","Alabama"
"1840041260","Alabama"
"1840016994","Alabama"
"1840041406","Alabama"
"1840041304","Alabama"
"1840049983","Alabama"
"1840004415","Alabama"
"1840041256","Alabama"
"1840040804","Alabama"
"1840042712","Alabama"
"1840027610","Alabama"
"1840041654","Alabama"
"1840048104","Alabama"
"1840040954","Alabama"
"1840042096","Alabama"
"1840042097","Alabama"
"1840042840","Alabama"
"1840041314","Alabama"
"1840043176","Alabama"
"1840043116","Alabama"
"1840042864","Alabama"
"1840025219","Alabama"
"1840042500","Alabama"
"1840014793","Alabama"
"1840041401","Alabama"
"1840042112","Alabama"
"1840040912","Alabama"
"1840042018","Alabama"
"1840025920","Alabama"
"1840016522","Alabama"
"1840041493","Alabama"
"1840046561","Alabama"
"1840016802","Alabama"
"1840041329","Alabama"
"1840005393","Alabama"
"1840041628","Alabama"
"1840049206","Alabama"
"1840004074","Alabama"
"1840043467","Alabama"
"1840042434","Alabama"
"1840027594","Alabama"
"1840043166","Alabama"
"1840042298","Alabama"
"1840042615","Alabama"
"1840013762","Alabama"
"1840042542","Alabama"
"1840041818","Alabama"
"1840042185","Alabama"
"1840148855","Alabama"
"1840018171","Alabama"
"1840041336","Alabama"
"1840041511","Alabama"
"1840023732","Alabama"
"1840049956","Alabama"
"1840046697","Alabama"
"1840042149","Alabama"
"1840042043","Alabama"
"1840016849","Alabama"
"1840041279","Alabama"
"1840041474","Alabama"
"1840041473","Alabama"
"1840027540","Alabama"
"1036889695","New South Wales"
"1840049476","Alabama"
"1840041234","Alabama"
"1840043518","Alabama"
"1840022974","Alabama"
"1840042258","Alabama"
"1840047007","Alabama"
"1840014781","Alabama"
"1840017043","Alabama"
"1840014790","Alabama"
"1840048803","Alabama"
"1840043542","Alabama"
"1840023015","Alabama"
"1840006158","Alabama"
"1840043134","Alabama"
"1840048385","Alabama"
"1840043004","Alabama"
"1840043005","Alabama"
"1840145730","Alabama"
"1840023730","Alabama"
"1840040876","Alabama"
"1840005206","Alabama"
"1840043399","Alabama"
"1840041945","Alabama"
"1840041433","Alabama"
"1840042710","Alabama"
"1840041222","Alabama"
"1840042024","Alabama"
"1840042307","Alabama"
"1840049008","Alabama"
"1840017959","Alabama"
"1840004179","Alabama"
"1840041144","Alabama"
"1840032513","Alabama"
"1840025225","Alabama"
"1840043305","Alabama"
"1076715078","Rio de Janeiro"
"1076000327","Rio de Janeiro"
"1840043335","Alabama"
"1840008188","Alabama"
"1840041953","Alabama"
"1840016698","Alabama"
"1840040926","Alabama"
"1840015711","Alabama"
"1840040972","Alabama"
"1840042415","Alabama"
"1124741456","Newfoundland and Labrador"
"1124169079","Newfoundland and Labrador"
"1840015599","Alabama"
"1840043132","Alabama"
"1840141921","Alabama"
"1124001860","Newfoundland and Labrador"
"1124727368","Newfoundland and Labrador"
"1124000923","Newfoundland and Labrador"
"1124121214","Newfoundland and Labrador"
"1124613667","Newfoundland and Labrador"
"1124226315","Newfoundland and Labrador"
"1124486465","Newfoundland and Labrador"
"1840041656","Alabama"
"1840042111","Alabama"
"1840003328","Alabama"
"1840016916","Alabama"
"1840042085","Alabama"
"1840043076","Alabama"
"1840041661","Alabama"
"1840016804","Alabama"
"1840027035","Alabama"
"1840142529","Alabama"
"1840043517","Alabama"
"1840027505","Alabama"
"1840042618","Alabama"
"1840040875","Alabama"
"1840040963","Alabama"
"1840040826","Alabama"
"1840027619","Alabama"
"1840049625","Alabama"
"1840042406","Alabama"
"1076567794","Rio Grande do Sul"
"1840042172","Alabama"
"1124406642","Newfoundland and Labrador"
"1124813796","Newfoundland and Labrador"
"1124906449","Newfoundland and Labrador"
"1124889749","Newfoundland and Labrador"
"1124971785","Newfoundland and Labrador"
"1840042679","Alabama"
"1840041105","Alabama"
"1124000637","Newfoundland and Labrador"
"1124869949","Newfoundland and Labrador"
"1124841556","Newfoundland and Labrador"
"1124385530","NL"
"1124010130","NL"
"1124034870","NL"
"1840041387","Alabama"
"1840041104","Alabama"
"1124184874","Ontario"
"1124369381","Ontario"
"1840042608","Alabama"
"1840074890","Alabama"
"1840040873","Alabama"
"1840040874","Alabama"
"1840041902","Alabama"
"1124228045","Northwest Territories"
"1124208917","Northwest Territories"
"1124124564","Nova Scotia"
"1124530137","Nova Scotia"
"1124927842","Nova Scotia"
"1124674990","Nova Scotia"
"1124244778","Nova Scotia"
"1124816958","Nova Scotia"
"1124353094","Nova Scotia"
"1840041887","Alabama"
"1124797865","Nova Scotia"
"1840041294","Alabama"
"1840041897","Alabama"
"1840006950","Iowa"
"1124611440","Nova Scotia"
"1124573534","Nova Scotia"
"1124388660","Nova Scotia"
"1124293797","Nova Scotia"
"1124839247","Nova Scotia"
"1124011379","Nova Scotia"
"1840041308","Alabama"
"1840016589","Alabama"
"1840041102","Alabama"
"1840023718","Alabama"
"1840042446","Alabama"
"1840043160","Alabama"
"1840042742","Alabama"
"1124102529","Ontario"
"1124541904","Ontario"
"1124000075","Ontario"
"1124848471","Ontario"
"1124000523","Ontario"
"1124546760","Ontario"
"1840049667","Alabama"
"1840007129","Alabama"
"1840048519","Alabama"
"1840017005","Alabama"
"1840042547","Alabama"
"1840040834","Alabama"
"1840041454","Alabama"
"1840041911","Alabama"
"1840002685","Alabama"
"1840041100","Alabama"
"1840043008","Alabama"
"1840042399","Alabama"
"1840042704","Alabama"
"1840143397","Alabama"
"1124528069","Ontario"
"1840042803","Alabama"
"1840043011","Alabama"
"1840041193","Alabama"
"1840042177","Alabama"
"1840041293","Alabama"
"1840042814","Alabama"
"1840003498","Alabama"
"1840041718","Alabama"
"1840042050","Alabama"
"1840042240","Alabama"
"1840042044","Alabama"
"1840042589","Alabama"
"1840042594","Alabama"
"1840007433","Alabama"
"1840043264","Alabama"
"1840041643","Alabama"
"1840004313","Alabama"
"1840041502","Alabama"
"1840041855","Alabama"
"1840041594","Alabama"
"1840041375","Alabama"
"1840042483","Alabama"
"1840047739","Alabama"
"1840042191","Alabama"
"1840042632","Alabama"
"1840041997","Alabama"
"1840005563","Alabama"
"1840043088","Alabama"
"1840043082","Alabama"
"1840027631","Alabama"
"1840041882","Alabama"
"1840013602","Alabama"
"1840042180","Alabama"
"1840042233","Alabama"
"1840042351","Alabama"
"1840043295","Alabama"
"1840147671","Alabama"
"1840042305","Alabama"
"1840042849","Alabama"
"1840042302","Alabama"
"1840042066","Alabama"
"1840041350","Alabama"
"1840147798","Alabama"
"1840025850","Alabama"
"1840041206","Alabama"
"1840023707","Alabama"
"1840041207","Alabama"
"1840027571","Alabama"
"1840042201","Alabama"
"1840041032","Alabama"
"1840042980","Alabama"
"1840025980","Alabama"
"1840041344","Alabama"
"1840016720","Alabama"
"1840041844","Alabama"
"1840043341","Alabama"
"1840027008","Alabama"
"1840015839","Alabama"
"1840041828","Alabama"
"1840041410","Alabama"
"1840016965","Alabama"
"1840041491","Alabama"
"1840041492","Alabama"
"1840041354","Alabama"
"1840016841","Alabama"
"1840047204","Alabama"
"1124008510","Ontario"
"1840028754","Alabama"
"1840041243","Alabama"
"1840001685","Alabama"
"1840016964","Alabama"
"1840016995","Alabama"
"1840027560","Alabama"
"1840016913","Alabama"
"1840041038","Alabama"
"1840041037","Alabama"
"1840001397","Alabama"
"1840041754","Alabama"
"1840042493","Alabama"
"1840007325","Kansas"
"1840042490","Alabama"
"1840041747","Alabama"
"1840041586","Alabama"
"1076420651","Pará"
"1076117009","Pará"
"1076451508","Pará"
"1076876679","Pará"
"1076684260","Pará"
"1076364729","Pará"
"1076697803","Pará"
"1076613435","Pará"
"1840042753","Alabama"
"1840042755","Alabama"
"1840042871","Alabama"
"1840042647","Alabama"
"1840013769","Alabama"
"1840042991","Alabama"
"1840042993","Alabama"
"1840043059","Alabama"
"1840041274","Alabama"
"1840043304","Alabama"
"1840041026","Alabama"
"1840041883","Alabama"
"1840042904","Alabama"
"1840043418","Alabama"
"1840015698","Alabama"
"1840027606","Alabama"
"1076377239","Pará"
"1840041082","Alabama"
"1840015792","Alabama"
"1840042250","Alabama"
"1840016805","Alabama"
"1840043286","Alabama"
"1840006309","Alabama"
"1840027561","Alabama"
"1840043519","Alabama"
"1076468077","Pará"
"1076282667","Pará"
"1840041745","Alabama"
"1840041265","Alabama"
"1840043401","Alabama"
"1076854638","Pará"
"1840042143","Alabama"
"1840041225","Alabama"
"1840043400","Alabama"
"1840013725","Alabama"
"1840041929","Alabama"
"1840048069","Alabama"
"1840041832","Alabama"
"1840008190","Alabama"
"1840016527","Alabama"
"1840041652","Alabama"
"1840043366","Alabama"
"1076292886","Paraíba"
"1840043045","Alabama"
"1840015858","Alabama"
"1840043038","Alabama"
"1840042326","Alabama"
"1840042900","Alabama"
"1840016781","Alabama"
"1840041807","Alabama"
"1840041762","Alabama"
"1840042974","Alabama"
"1076475965","Paraná"
"1840149532","Alabama"
"1840042206","Alabama"
